PlantID,CommonName,Label,Absorbance,Concentration,NumberWashed,ConcFlower,DateAnalyzed,AnalysisNotes,State,Site,CollectionNotes,DateBagged,TimeBagged,DateCollected,TimeCollected,HoursInCooler,DateNeg80,DaysNeg20 ,DaysNeg80 ,TransitDate,Melted
Cirsium arvense,thistle,6,1.067,326.639,33,9.898151515,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,7,0.633,199.326,50,3.98652,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,8,1.75,527.268,29,18.18165517,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,9,2.152,645.127,70,9.2161,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,10,2.168,650.03,69,9.420724638,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,11,2.03,609.481,60,10.15801667,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,12,1.632,492.592,46,10.70852174,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,13,1.726,520.28,57,9.127719298,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,14,1.161,354.298,46,7.702130435,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,15,1.714,516.581,75,6.887746667,11/20/19,,Maryland,Nuetzel,"thistles 15 to 20 from same plant, others 2 or 3 to a plant",6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,16,1.905,572.574,66,8.675363636,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,17,1.385,419.863,54,7.775240741,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,18,1.474,446.23,47,9.494255319,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,19,1.622,489.656,41,11.94282927,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Cirsium arvense,thistle,20,1.857,558.686,46,12.14534783,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,1,-0.056,-3.006,1,-3.006,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,2,0.062,31.612,1,31.612,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,3,0.129,51.108,1,51.108,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,4,-0.111,-19.36,1,-19.36,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,5,-0.281,-69.128,1,-69.128,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,6,0.488,156.517,1,156.517,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,7,0.754,234.884,1,234.884,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,8,0.327,109.479,1,109.479,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,9,0.337,112.357,1,112.357,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,10,0.114,46.88,1,46.88,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,11,-0.137,-26.965,1,-26.965,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,12,-0.159,-33.425,1,-33.425,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,13,-0.097,-15.073,1,-15.073,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,14,0.399,130.532,1,130.532,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,15,0.065,32.493,1,32.493,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,16,-0.02,7.535,1,7.535,11/20/19,"2 sets of tubes labeled as galium 16, no galium 18",Maryland,Nuetzel,"2 tubes labeled 16, no tube labeled 18",6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,17,0.806,250.152,1,250.152,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,16,0.617,194.394,1,194.394,11/20/19,"2 sets of tubes labeled as galium 16, no galium 18",Maryland,Nuetzel,"2 tubes labeled 16, no tube labeled 18",6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,19,0.568,180.036,1,180.036,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Galium sp,galium sp,20,0.109,45.412,1,45.412,11/20/19,,Maryland,Nuetzel,,6/11/19,NA,6/12/19,NA,2,6/15/19,1,158,6/13/19,Y
Glechoma hederacea,creeping charlie,4,0.914,281.628,1,281.628,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,10,0.365,120.549,1,120.549,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,7,0.087,38.923,1,38.923,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,9,-0.132,-25.526,1,-25.526,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,13,-0.197,-44.347,1,-44.347,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,14,-0.075,-8.761,1,-8.761,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,15,-0.29,-71.742,1,-71.742,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,17,-0.215,-49.779,1,-49.779,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,20,-0.393,-101.955,1,-101.955,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,21,0.539,171.726,1,171.726,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,22,0.867,268.033,1,268.033,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,23,0.795,246.658,1,246.658,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,24,-0.047,-0.393,1,-0.393,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,25,0.462,148.883,1,148.883,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,27,-0.175,-37.888,1,-37.888,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,28,-0.006,11.675,1,11.675,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,30,-0.139,-27.435,1,-27.435,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,31,-0.094,-14.281,1,-14.281,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Glechoma hederacea,creeping charlie,42,-0.155,-32.103,1,-32.103,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Potentilla canadensis,dwarf cinquefoil,11,0.599,189.109,1,189.109,11/20/19,,Maryland,McEwain,,6/26/19,NA,6/27/19,NA,2.5,7/1/19,4,142,7/1/19,N
Potentilla canadensis,dwarf cinquefoil,12,0.411,133.908,1,133.908,11/20/19,,Maryland,McEwain,,6/26/19,NA,6/27/19,NA,2.5,7/1/19,4,142,7/1/19,N
Potentilla canadensis,dwarf cinquefoil,13,-0.022,7.036,1,7.036,11/20/19,,Maryland,McEwain,,6/26/19,NA,6/27/19,NA,2.5,7/1/19,4,142,7/1/19,N
Potentilla canadensis,dwarf cinquefoil,14,-0.16,-33.571,1,-33.571,11/20/19,,Maryland,McEwain,foamy in vial,6/26/19,NA,6/27/19,NA,2.5,7/1/19,4,142,7/1/19,N
Viburnum dentatum,viburnum,1,-0.053,-2.154,1,-2.154,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,2,0.671,210.337,1,210.337,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,6,0.738,229.98,1,229.98,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,8,0.958,294.782,1,294.782,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,11,0.227,79.971,1,79.971,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,16,-0.018,7.946,1,7.946,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,18,-0.248,-59.498,1,-59.498,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,19,-0.182,-40.207,1,-40.207,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,26,-0.023,6.713,1,6.713,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,29,-0.242,-57.824,1,-57.824,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,32,-0.135,-26.407,1,-26.407,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,34,-0.056,-3.094,1,-3.094,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,35,0.726,226.633,1,226.633,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,36,0.36,119.051,1,119.051,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,37,0.605,191.135,1,191.135,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,38,0.042,25.798,1,25.798,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,39,-0.097,-14.985,1,-14.985,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,40,-0.153,-31.633,1,-31.633,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,41,-0.066,-5.913,1,-5.913,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Viburnum dentatum,viburnum,43,-0.066,-5.942,1,-5.942,11/20/19,,Maryland,McEwain,,6/6/19,NA,6/7/19,NA,1,6/15/19,6,158,6/13/19,Y
Achillea millefolium,yarrow,12,-0.069,-8.335,NA,NA,11/26/19,,Massachusetts,Upton,"5 flower heads washed, but individual florets not counted",6/23/19,10:00-10:30,6/24/19,10:20-11:10,6,NA,NA,NA,NA,NA
Lysimachia terrestris,swamp candles,1,-0.185,-43.896,2,-21.948,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,2,-0.088,-14.272,2,-7.136,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,3,0.112,47.438,2,23.719,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,4,0.016,17.752,2,8.876,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,5,-0.133,-28.053,2,-14.0265,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,6,-0.111,-21.316,2,-10.658,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,7,-0.176,-41.312,2,-20.656,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,8,-0.13,-27.161,2,-13.5805,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,9,-0.171,-39.712,2,-19.856,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,10,0.123,50.668,2,25.334,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,11,-0.094,-16.025,2,-8.0125,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,12,-0.102,-18.517,2,-9.2585,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,13,-0.085,-13.133,2,-6.5665,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,14,-0.065,-7.012,2,-3.506,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,15,-0.056,-4.397,2,-2.1985,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,16,-0.074,-9.78,2,-4.89,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,17,-0.038,1.263,2,0.6315,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,18,-0.221,-55.124,2,-27.562,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,19,-0.159,-36.052,2,-18.026,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lysimachia terrestris,swamp candles,20,-0.155,-34.913,2,-17.4565,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Lythrum salicaria,purple loosestrife,1,-0.102,-18.363,3,-6.121,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,2,-0.01,9.877,3,3.292333333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,3,0.291,102.503,3,34.16766667,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,4,0.003,13.876,3,4.625333333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,5,0.035,23.659,3,7.886333333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,6,-0.076,-10.519,3,-3.506333333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,7,0.239,86.414,3,28.80466667,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,8,-0.083,-12.518,3,-4.172666667,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,9,0.45,151.323,3,50.441,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,10,0.157,61.312,3,20.43733333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,11,0.482,161.167,3,53.72233333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,12,0.136,54.636,3,18.212,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,13,0.128,52.36,3,17.45333333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,14,-0.021,6.308,3,2.102666667,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Lythrum salicaria,purple loosestrife,15,-0.19,-45.649,3,-15.21633333,11/26/19,,Massachusetts,Tufts,,7/22/19,9:30-9:50,7/23/19,9:45-10:10,0,7/26/19,3,123,NA,NA
Potentilla simplex,common cinquefoil,13,-0.346,-93.608,1,-93.608,11/26/19,,Massachusetts,Upton,,6/15/19,9:30-10:30,6/16/19,10:30-11:30,5,NA,NA,NA,NA,NA
Solidago altissima,tall goldenrod,4,0.493,164.459,10,16.4459,11/26/19,,Massachusetts,Harvard,,7/30/19,10:55-11:15,7/31/19,11-11:30,3.25,8/7/19,7,111,NA,NA
Solidago altissima,tall goldenrod,5,0.015,17.383,5,3.4766,11/26/19,,Massachusetts,Harvard,,7/30/19,10:55-11:15,7/31/19,11-11:30,3.25,8/7/19,7,111,NA,NA
Solidago altissima,tall goldenrod,7,0.144,57.22,14,4.087142857,11/26/19,,Massachusetts,Harvard,,7/30/19,10:55-11:15,7/31/19,11-11:30,3.25,8/7/19,7,111,NA,NA
Stellaria graminea,chickweed,1,-0.019,7.108,1,7.108,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,2,-0.233,-58.754,1,-58.754,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,3,-0.05,-2.459,1,-2.459,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,4,-0.099,-17.656,1,-17.656,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,5,-0.153,-34.175,1,-34.175,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,6,0.012,16.583,1,16.583,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,7,-0.201,-48.88,1,-48.88,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,8,-0.046,-1.382,1,-1.382,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,9,-0.176,-41.404,1,-41.404,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,10,-0.213,-52.725,1,-52.725,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,11,-0.088,-14.241,1,-14.241,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,12,0.073,35.225,1,35.225,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,13,-0.145,-31.591,1,-31.591,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,14,0.161,62.45,1,62.45,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,15,-0.012,9.231,1,9.231,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,16,-0.216,-53.525,1,-53.525,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,17,-0.159,-35.929,1,-35.929,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,18,-0.031,3.355,1,3.355,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,19,-0.13,-27.192,1,-27.192,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Stellaria graminea,chickweed,20,-0.096,-16.579,1,-16.579,11/26/19,,Massachusetts,Harvard,,7/12/19,9:50-10:30,7/13/19,10:00-10:30,6,7/26/19,13,123,NA,NA
Thalictrum pubescens,tall meadow rue,1,-0.126,-25.992,1,-25.992,11/26/19,,Massachusetts,Harvard,,7/25/19,10:30-10:45,7/26/19,10:30-10:50,4,8/7/19,12,111,NA,NA
Thalictrum pubescens,tall meadow rue,2,-0.194,-46.88,1,-46.88,11/26/19,,Massachusetts,Harvard,,7/25/19,10:30-10:45,7/26/19,10:30-10:50,4,8/7/19,12,111,NA,NA
Thalictrum pubescens,tall meadow rue,3,0.004,14.091,1,14.091,11/26/19,,Massachusetts,Harvard,,7/25/19,10:30-10:45,7/26/19,10:30-10:50,4,8/7/19,12,111,NA,NA
Thalictrum pubescens,tall meadow rue,4,-0.195,-47.218,1,-47.218,11/26/19,,Massachusetts,Harvard,,7/25/19,10:30-10:45,7/26/19,10:30-10:50,4,8/7/19,12,111,NA,NA
Thalictrum pubescens,tall meadow rue,5,-0.112,-21.655,1,-21.655,11/26/19,,Massachusetts,Harvard,,7/25/19,10:30-10:45,7/26/19,10:30-10:50,4,8/7/19,12,111,NA,NA
Thalictrum pubescens,tall meadow rue,6,-0.108,-20.209,1,-20.209,11/26/19,,Massachusetts,Harvard,,7/25/19,10:30-10:45,7/26/19,10:30-10:50,4,8/7/19,12,111,NA,NA
